Q96RW7	Q96RW7.2	CGI_10008628	1e-111
Q96RW7	Q96RW7.2	CGI_10008940	5e-22
Q96RW7	Q96RW7.2	CGI_10009180	7e-89
Q96RW7	Q96RW7.2	CGI_10009790	8e-09
Q96RW7	Q96RW7.2	CGI_10010053	1e-31
Q96RW7	Q96RW7.2	CGI_10010781	9e-11
Q96RW7	Q96RW7.2	CGI_10011281	7e-117
Q96RW7	Q96RW7.2	CGI_10011942	1e-37
Q96RW7	Q96RW7.2	CGI_10012073	3e-14
Q96RW7	Q96RW7.2	CGI_10012561	9e-36
Q96RW7	Q96RW7.2	CGI_10013233	3e-56
Q96RW7	Q96RW7.2	CGI_10013481	0.0
Q96RW7	Q96RW7.2	CGI_10014415	2e-10
Q96RW7	Q96RW7.2	CGI_10016006	1e-35
Q96RW7	Q96RW7.2	CGI_10016571	2e-11
Q96RW7	Q96RW7.2	CGI_10016618	8e-87
Q96RW7	Q96RW7.2	CGI_10017109	1e-11
Q96RW7	Q96RW7.2	CGI_10018105	9e-86
Q96RW7	Q96RW7.2	CGI_10018622	4e-43
Q96RW7	Q96RW7.2	CGI_10018818	4e-68
Q96RW7	Q96RW7.2	CGI_10020290	3e-54
Q96RW7	Q96RW7.2	CGI_10020291	3e-109
Q96RW7	Q96RW7.2	CGI_10020292	2e-67
Q96RW7	Q96RW7.2	CGI_10022775	2e-90
Q96RW7	Q96RW7.2	CGI_10023171	6e-37
Q96RW7	Q96RW7.2	CGI_10023608	4e-103
Q96RW7	Q96RW7.2	CGI_10023609	1e-81
Q96RW7	Q96RW7.2	CGI_10024127	4e-44
Q96RW7	Q96RW7.2	CGI_10024535	8e-34
Q96RW7	Q96RW7.2	CGI_10024537	1e-56
Q96RW7	Q96RW7.2	CGI_10024538	3e-37
Q96RW7	Q96RW7.2	CGI_10025773	6e-110
Q96RW7	Q96RW7.2	CGI_10026069	3e-60
Q96RW7	Q96RW7.2	CGI_10026071	3e-16
Q96RW7	Q96RW7.2	CGI_10026845	2e-38
Q96RW7	Q96RW7.2	CGI_10028105	2e-30
Q96RW7	Q96RW7.2	CGI_10028114	2e-91
Q96RW7	Q96RW7.2	CGI_10028118	6e-84
Q96RY7	Q96RY7.1	CGI_10020334	0.0
Q96S06	Q96S06.1	CGI_10014004	0.0
Q96S16	Q96S16.1	CGI_10010607	2e-27
Q96S38	Q96S38.2	CGI_10017092	1e-54
Q96S44	Q96S44.2	CGI_10027054	2e-72
Q96S53	Q96S53.1	CGI_10019262	1e-115
Q96SB3	Q96SB3.2	CGI_10022771	7e-42
Q96SB8	Q96SB8.2	CGI_10026366	0.0
Q96SB8	Q96SB8.2	CGI_10026367	4e-12
Q96SJ8	Q96SJ8.1	CGI_10017016	5e-08
Q96SK2	Q96SK2.2	CGI_10023167	2e-122
Q96SL1	Q96SL1.1	CGI_10018682	4e-28
Q96SL1	Q96SL1.1	CGI_10028385	2e-39
Q96SQ7	Q96SQ7.2	CGI_10011834	1e-24
Q96SY0	Q96SY0.2	CGI_10008161	4e-40
Q96SY0	Q96SY0.2	CGI_10009077	3e-38
Q96SY0	Q96SY0.2	CGI_10012247	4e-38
Q96T23	Q96T23.2	CGI_10025524	7e-44
Q96T55	Q96T55.1	CGI_10024175	1e-43
Q96T60	Q96T60.1	CGI_10024587	8e-93
Q96T76	Q96T76.2	CGI_10005819	2e-12
Q96T76	Q96T76.2	CGI_10005820	3e-29
Q96T76	Q96T76.2	CGI_10028884	4e-58
Q96T88	Q96T88.1	CGI_10017480	2e-46
Q96T88	Q96T88.1	CGI_10021244	0.0
Q96WM9	Q96WM9.1	CGI_10003590	1e-48
Q96WM9	Q96WM9.1	CGI_10014276	3e-64
Q96WM9	Q96WM9.1	CGI_10014279	5e-30
Q96WM9	Q96WM9.1	CGI_10017372	5e-25
Q96WM9	Q96WM9.1	CGI_10020066	1e-57
Q96WV6	Q96WV6.1	CGI_10022974	3e-30
Q96WV6	Q96WV6.1	CGI_10023391	1e-06
Q96WV6	Q96WV6.1	CGI_10027183	3e-42
Q96XY5	Q96XY5.1	CGI_10007311	3e-06
Q96YR5	Q96YR5.2	CGI_10006034	3e-06
Q978U3	Q978U3.1	CGI_10006165	3e-18
Q97AU0	Q97AU0.1	CGI_10012484	9e-07
Q97WH0	Q97WH0.1	CGI_10024707	3e-06
Q98234	Q98234.2	CGI_10008378	4e-44
Q98925	Q98925.1	CGI_10021170	4e-33
Q98925	Q98925.1	CGI_10021171	1e-38
Q98931	Q98931.1	CGI_10011158	0.0
Q98931	Q98931.1	CGI_10018955	4e-10
Q98943	Q98943.2	CGI_10012552	3e-10
Q98943	Q98943.2	CGI_10014678	2e-07
Q98982	Q98982.1	CGI_10004377	3e-43
Q98SN7	Q98SN7.1	CGI_10012717	5e-160
Q98SP7	Q98SP7.1	CGI_10026555	0.0
Q98ST7	Q98ST7.1	CGI_10020572	7e-120
Q98ST7	Q98ST7.1	CGI_10026674	8e-38
Q98SW2	Q98SW2.1	CGI_10017861	1e-94
Q98TR3	Q98TR3.1	CGI_10011864	1e-88
Q98TX3	Q98TX3.1	CGI_10010106	3e-109
Q98TX3	Q98TX3.1	CGI_10028820	1e-108
Q98TZ8	Q98TZ8.2	CGI_10000405	3e-97
Q98UF7	Q98UF7.1	CGI_10004565	0.0
Q99020	Q99020.1	CGI_10020922	3e-53
Q99081	Q99081.1	CGI_10005375	6e-43
Q99250	Q99250.3	CGI_10001852	0.0
Q99323	Q99323.2	CGI_10008717	0.0
Q99447	Q99447.1	CGI_10008421	2e-158
Q99466	Q99466.2	CGI_10013053	7e-06
Q99489	Q99489.1	CGI_10028549	5e-83
Q99502	Q99502.2	CGI_10019922	4e-153
Q99550	Q99550.3	CGI_10022410	1e-25
Q99567	Q99567.2	CGI_10022124	1e-140
Q99570	Q99570.3	CGI_10027844	0.0
Q99572	Q99572.3	CGI_10024238	7e-11
Q99575	Q99575.2	CGI_10019273	2e-107
Q99615	Q99615.2	CGI_10025596	1e-162
Q99618	Q99618.1	CGI_10007215	2e-07
Q99675	Q99675.1	CGI_10025398	2e-18
Q99676	Q99676.4	CGI_10009523	1e-25
Q99683	Q99683.1	CGI_10011917	0.0
Q99698	Q99698.3	CGI_10010721	0.0
Q99700	Q99700.2	CGI_10018768	1e-48
Q99715	Q99715.2	CGI_10011578	3e-27
Q99715	Q99715.2	CGI_10015556	4e-27
Q99715	Q99715.2	CGI_10019228	4e-29
Q99735	Q99735.1	CGI_10007180	5e-34
Q99758	Q99758.2	CGI_10001382	0.0
Q99758	Q99758.2	CGI_10009572	0.0
Q99758	Q99758.2	CGI_10009573	5e-71
Q99758	Q99758.2	CGI_10013628	1e-06
Q99758	Q99758.2	CGI_10021664	0.0
Q99758	Q99758.2	CGI_10027950	0.0
Q99805	Q99805.1	CGI_10008014	0.0
Q99807	Q99807.3	CGI_10008420	3e-65
Q99811	Q99811.2	CGI_10021523	2e-40
Q99814	Q99814.3	CGI_10006937	1e-46
Q99816	Q99816.2	CGI_10024037	6e-57
Q99816	Q99816.2	CGI_10028835	2e-99
Q99828	Q99828.4	CGI_10002350	9e-51
Q99835	Q99835.1	CGI_10012432	2e-167
Q99836	Q99836.1	CGI_10026092	5e-65
Q99848	Q99848.2	CGI_10001934	5e-34
Q99853	Q99853.3	CGI_10011631	2e-47
Q99932	Q99932.2	CGI_10011284	2e-14
Q99933	Q99933.4	CGI_10012480	3e-29
Q99933	Q99933.4	CGI_10012481	4e-06
Q99946	Q99946.2	CGI_10001699	4e-08
Q99946	Q99946.2	CGI_10020592	2e-15
Q99946	Q99946.2	CGI_10020593	2e-16
Q99973	Q99973.2	CGI_10009375	3e-31
Q99973	Q99973.2	CGI_10012884	9e-18
Q99973	Q99973.2	CGI_10019132	0.0
Q99996	Q99996.3	CGI_10000374	1e-30
Q99996	Q99996.3	CGI_10001302	7e-13
Q99996	Q99996.3	CGI_10005546	1e-22
Q99996	Q99996.3	CGI_10021500	2e-12
Q99996	Q99996.3	CGI_10022395	4e-25
Q99999	Q99999.1	CGI_10007358	3e-28
Q99999	Q99999.1	CGI_10010169	7e-36
Q99J23	Q99J23.2	CGI_10009220	4e-61
Q99J25	Q99J25.2	CGI_10001221	4e-31
Q99J62	Q99J62.1	CGI_10009539	4e-127
Q99JB2	Q99JB2.1	CGI_10017205	8e-128
Q99JF5	Q99JF5.2	CGI_10025894	4e-104
Q99JH1	Q99JH1.1	CGI_10016071	3e-30
Q99JW2	Q99JW2.1	CGI_10014801	3e-143
Q99JY4	Q99JY4.1	CGI_10015990	1e-87
Q99JY4	Q99JY4.1	CGI_10024878	1e-22
Q99K10	Q99K10.2	CGI_10007155	7e-08
Q99K24	Q99K24.1	CGI_10027897	2e-23
Q99K70	Q99K70.1	CGI_10019685	1e-158
Q99K82	Q99K82.1	CGI_10006321	8e-55
Q99K82	Q99K82.1	CGI_10019135	9e-100
Q99KC8	Q99KC8.2	CGI_10024419	2e-106
Q99KH8	Q99KH8.1	CGI_10003879	2e-145
Q99KH8	Q99KH8.1	CGI_10004703	6e-113
Q99KJ8	Q99KJ8.3	CGI_10003541	3e-114
Q99KL7	Q99KL7.1	CGI_10023572	8e-104
Q99KW9	Q99KW9.2	CGI_10008651	1e-130
Q99L04	Q99L04.1	CGI_10000869	3e-115
Q99L04	Q99L04.1	CGI_10017662	6e-116
Q99L04	Q99L04.1	CGI_10020712	8e-107
Q99L13	Q99L13.1	CGI_10016672	3e-129
Q99L45	Q99L45.1	CGI_10010423	6e-101
Q99L47	Q99L47.1	CGI_10002862	3e-60
Q99LB6	Q99LB6.1	CGI_10004954	2e-14
Q99LC9	Q99LC9.1	CGI_10010674	4e-175
Q99LD4	Q99LD4.1	CGI_10020637	0.0
Q99LG0	Q99LG0.1	CGI_10008211	4e-74
Q99LI2	Q99LI2.1	CGI_10007385	1e-06
Q99LJ2	Q99LJ2.1	CGI_10013457	1e-180
Q99LL5	Q99LL5.1	CGI_10024726	6e-94
Q99LM2	Q99LM2.1	CGI_10023802	1e-119
Q99LM9	Q99LM9.1	CGI_10009643	8e-45
Q99LU8	Q99LU8.1	CGI_10028879	7e-104
Q99M02	Q99M02.1	CGI_10009799	1e-28
Q99M51	Q99M51.1	CGI_10011832	8e-93
Q99MH6	Q99MH6.1	CGI_10023852	1e-14
Q99MN1	Q99MN1.1	CGI_10009859	0.0
Q99MR0	Q99MR0.1	CGI_10005672	0.0
Q99MR1	Q99MR1.2	CGI_10005699	1e-69
Q99MS0	Q99MS0.1	CGI_10023256	5e-142
Q99MS3	Q99MS3.2	CGI_10020095	2e-26
Q99MS3	Q99MS3.2	CGI_10020096	7e-24
Q99MU5	Q99MU5.2	CGI_10025949	3e-27
Q99MV5	Q99MV5.1	CGI_10021638	1e-58
Q99MV7	Q99MV7.2	CGI_10009758	2e-49
Q99MW1	Q99MW1.2	CGI_10015667	3e-43
Q99MY8	Q99MY8.3	CGI_10006344	0.0
Q99MZ7	Q99MZ7.1	CGI_10005359	1e-73
Q99N01	Q99N01.1	CGI_10013839	2e-70
Q99N01	Q99N01.1	CGI_10024389	9e-84
Q99N23	Q99N23.1	CGI_10018981	9e-08
Q99N34	Q99N34.1	CGI_10011743	6e-57
Q99N43	Q99N43.2	CGI_10021072	2e-14
Q99N92	Q99N92.1	CGI_10026791	2e-15
Q99NB1	Q99NB1.1	CGI_10020479	0.0
Q99ND9	Q99ND9.1	CGI_10008437	2e-36
Q99NE9	Q99NE9.2	CGI_10000035	9e-12
Q99NE9	Q99NE9.2	CGI_10011283	4e-11
Q99NE9	Q99NE9.2	CGI_10013112	3e-08
Q99NH0	Q99NH0.2	CGI_10002100	4e-52
Q99NH0	Q99NH0.2	CGI_10009742	2e-16
Q99NH0	Q99NH0.2	CGI_10011442	2e-21
Q99NH0	Q99NH0.2	CGI_10020660	6e-21
Q99NH0	Q99NH0.2	CGI_10020661	6e-24
Q99NH2	Q99NH2.2	CGI_10017555	4e-66
Q99P25	Q99P25.2	CGI_10009467	2e-140
Q99P31	Q99P31.1	CGI_10012734	1e-64
Q99P47	Q99P47.2	CGI_10027804	6e-22
Q99P50	Q99P50.3	CGI_10009932	1e-12
Q99P50	Q99P50.3	CGI_10015621	6e-07
Q99P55	Q99P55.2	CGI_10017264	2e-85
Q99P60	Q99P60.3	CGI_10009612	4e-14
Q99P60	Q99P60.3	CGI_10009613	2e-12
Q99PF4	Q99PF4.2	CGI_10009978	0.0
Q99PJ2	Q99PJ2.3	CGI_10023574	1e-13
Q99PK0	Q99PK0.1	CGI_10024439	0.0
Q99PL6	Q99PL6.1	CGI_10021056	2e-86
Q99PP7	Q99PP7.2	CGI_10006109	4e-15
Q99PP7	Q99PP7.2	CGI_10008802	2e-19
Q99PP7	Q99PP7.2	CGI_10012899	2e-17
Q99PP7	Q99PP7.2	CGI_10015536	2e-16
Q99PP7	Q99PP7.2	CGI_10018195	1e-19
Q99PP7	Q99PP7.2	CGI_10018971	7e-18
Q99PV0	Q99PV0.2	CGI_10009423	0.0
Q99PV0	Q99PV0.2	CGI_10020890	0.0
Q99PW6	Q99PW6.1	CGI_10028514	3e-112
Q9ASX2	Q9ASX2.1	CGI_10008368	3e-07
Q9BDB7	Q9BDB7.2	CGI_10004158	8e-10
Q9BDB7	Q9BDB7.2	CGI_10024071	4e-53
Q9BDN4	Q9BDN4.1	CGI_10021907	8e-08
Q9BEA9	Q9BEA9.3	CGI_10000124	1e-57
Q9BEA9	Q9BEA9.3	CGI_10009915	2e-35
Q9BEG8	Q9BEG8.1	CGI_10009887	1e-98
Q9BEG8	Q9BEG8.1	CGI_10022750	5e-82
Q9BG93	Q9BG93.1	CGI_10007403	5e-20
Q9BGI1	Q9BGI1.2	CGI_10017617	1e-42
Q9BHM6	Q9BHM6.1	CGI_10003992	2e-122
Q9BIW4	Q9BIW4.1	CGI_10018582	2e-08
Q9BIW4	Q9BIW4.1	CGI_10021346	1e-06
Q9BLG0	Q9BLG0.3	CGI_10020344	2e-65
Q9BLJ6	Q9BLJ6.1	CGI_10026703	9e-14
Q9BMX5	Q9BMX5.1	CGI_10019423	5e-109
Q9BPU3	Q9BPU3.1	CGI_10025300	2e-50
Q9BPX1	Q9BPX1.1	CGI_10013630	3e-79
Q9BQ39	Q9BQ39.1	CGI_10004894	4e-07
Q9BQ70	Q9BQ70.1	CGI_10028840	2e-170
Q9BQQ7	Q9BQQ7.1	CGI_10012038	5e-11
Q9BQS2	Q9BQS2.3	CGI_10005062	4e-83
Q9BQS2	Q9BQS2.3	CGI_10018135	4e-51
Q9BQS8	Q9BQS8.3	CGI_10017792	4e-84
Q9BQT8	Q9BQT8.1	CGI_10006770	3e-135
Q9BQT8	Q9BQT8.1	CGI_10011222	8e-100
Q9BRJ6	Q9BRJ6.1	CGI_10021823	5e-24
Q9BRP7	Q9BRP7.3	CGI_10010982	8e-45
Q9BRR6	Q9BRR6.1	CGI_10013878	6e-128
Q9BRS2	Q9BRS2.2	CGI_10020370	1e-150
Q9BRZ2	Q9BRZ2.3	CGI_10008577	1e-29
Q9BRZ2	Q9BRZ2.3	CGI_10020267	7e-15
Q9BSD7	Q9BSD7.1	CGI_10015596	9e-58
Q9BSE2	Q9BSE2.1	CGI_10005523	1e-11
Q9BSF4	Q9BSF4.2	CGI_10010237	2e-25
Q9BSR8	Q9BSR8.1	CGI_10017165	2e-76
Q9BSW2	Q9BSW2.1	CGI_10013494	1e-51
Q9BSW7	Q9BSW7.1	CGI_10020903	1e-132
Q9BT25	Q9BT25.3	CGI_10019152	1e-10
Q9BT43	Q9BT43.1	CGI_10018129	3e-39
Q9BT81	Q9BT81.1	CGI_10003991	2e-25
Q9BTA9	Q9BTA9.3	CGI_10016943	7e-15
Q9BTW9	Q9BTW9.2	CGI_10028779	5e-22
Q9BTW9	Q9BTW9.2	CGI_10028780	0.0
Q9BTY2	Q9BTY2.2	CGI_10004667	2e-168
Q9BTY2	Q9BTY2.2	CGI_10009606	0.0
Q9BU70	Q9BU70.2	CGI_10019243	6e-57
Q9BUE0	Q9BUE0.1	CGI_10007651	2e-55
Q9BUH6	Q9BUH6.2	CGI_10023900	2e-09
Q9BUI4	Q9BUI4.1	CGI_10000457	1e-62
Q9BUI4	Q9BUI4.1	CGI_10003775	9e-42
Q9BUJ2	Q9BUJ2.2	CGI_10015594	2e-147
Q9BUN8	Q9BUN8.1	CGI_10005842	3e-70
Q9BUN8	Q9BUN8.1	CGI_10023795	3e-109
Q9BUQ8	Q9BUQ8.3	CGI_10022766	0.0
Q9BV10	Q9BV10.1	CGI_10022638	3e-151
Q9BV40	Q9BV40.1	CGI_10027716	5e-06
Q9BV94	Q9BV94.2	CGI_10012003	0.0
Q9BV99	Q9BV99.1	CGI_10006745	1e-46
Q9BVC5	Q9BVC5.1	CGI_10021106	1e-13
Q9BVG4	Q9BVG4.1	CGI_10028819	4e-50
Q9BVG8	Q9BVG8.4	CGI_10011212	7e-159
Q9BVK2	Q9BVK2.2	CGI_10004886	3e-180
Q9BVM4	Q9BVM4.2	CGI_10017804	9e-31
Q9BVM4	Q9BVM4.2	CGI_10023326	1e-31
Q9BVN2	Q9BVN2.3	CGI_10006328	8e-23
Q9BVQ7	Q9BVQ7.2	CGI_10019238	5e-157
Q9BVR0	Q9BVR0.2	CGI_10021891	1e-08
Q9BVV6	Q9BVV6.4	CGI_10020483	7e-28
Q9BW91	Q9BW91.1	CGI_10016641	1e-11
Q9BW91	Q9BW91.1	CGI_10017260	5e-18
Q9BWL3	Q9BWL3.1	CGI_10024272	1e-22
Q9BWT3	Q9BWT3.2	CGI_10009408	2e-77
Q9BWU0	Q9BWU0.1	CGI_10001406	3e-100
Q9BWU0	Q9BWU0.1	CGI_10017179	5e-101
Q9BWV7	Q9BWV7.3	CGI_10005295	2e-121
Q9BWW4	Q9BWW4.1	CGI_10025433	1e-22
Q9BX10	Q9BX10.1	CGI_10024370	0.0
Q9BX70	Q9BX70.1	CGI_10016164	5e-44
Q9BX70	Q9BX70.1	CGI_10024668	0.0
Q9BX79	Q9BX79.1	CGI_10019099	5e-15
Q9BX79	Q9BX79.1	CGI_10026764	3e-11
Q9BX82	Q9BX82.1	CGI_10004137	5e-42
Q9BX84	Q9BX84.2	CGI_10005815	8e-61
Q9BX84	Q9BX84.2	CGI_10019312	6e-109
Q9BX95	Q9BX95.2	CGI_10023321	5e-68
Q9BXA5	Q9BXA5.2	CGI_10007303	8e-06
Q9BXA5	Q9BXA5.2	CGI_10011406	3e-08
Q9BXB1	Q9BXB1.2	CGI_10022069	1e-19
Q9BXB4	Q9BXB4.2	CGI_10024079	0.0
Q9BXF3	Q9BXF3.2	CGI_10010979	4e-50
Q9BXF9	Q9BXF9.1	CGI_10019253	1e-161
Q9BXJ3	Q9BXJ3.2	CGI_10014277	7e-08
Q9BXJ3	Q9BXJ3.2	CGI_10015762	3e-10
Q9BXJ4	Q9BXJ4.1	CGI_10000983	7e-10
Q9BXJ4	Q9BXJ4.1	CGI_10002389	1e-08
Q9BXJ4	Q9BXJ4.1	CGI_10002966	1e-06
Q9BXJ4	Q9BXJ4.1	CGI_10006058	4e-12
Q9BXJ4	Q9BXJ4.1	CGI_10006548	9e-08
Q9BXJ4	Q9BXJ4.1	CGI_10010506	2e-07
Q9BXJ4	Q9BXJ4.1	CGI_10014672	1e-09
Q9BXJ4	Q9BXJ4.1	CGI_10015043	3e-06
Q9BXJ4	Q9BXJ4.1	CGI_10015347	1e-08
Q9BXJ4	Q9BXJ4.1	CGI_10015348	3e-10
Q9BXJ4	Q9BXJ4.1	CGI_10017131	3e-13
Q9BXJ4	Q9BXJ4.1	CGI_10017436	7e-10
Q9BXJ4	Q9BXJ4.1	CGI_10025581	7e-08
Q9BXJ5	Q9BXJ5.1	CGI_10001455	4e-06
Q9BXJ5	Q9BXJ5.1	CGI_10001779	1e-09
Q9BXJ5	Q9BXJ5.1	CGI_10013070	3e-08
Q9BXJ8	Q9BXJ8.1	CGI_10017176	3e-38
Q9BXJ9	Q9BXJ9.1	CGI_10027263	0.0
Q9BXK5	Q9BXK5.1	CGI_10011586	2e-07
Q9BXL7	Q9BXL7.3	CGI_10000793	3e-08
Q9BXL7	Q9BXL7.3	CGI_10009497	1e-11
Q9BXL7	Q9BXL7.3	CGI_10025578	2e-07
Q9BXM0	Q9BXM0.2	CGI_10009569	2e-10
Q9BXM7	Q9BXM7.1	CGI_10015137	6e-53
Q9BXM7	Q9BXM7.1	CGI_10025899	6e-67
Q9BXS5	Q9BXS5.3	CGI_10009211	0.0
Q9BXS9	Q9BXS9.1	CGI_10006340	3e-106
Q9BXT4	Q9BXT4.2	CGI_10008544	6e-10
Q9BXT4	Q9BXT4.2	CGI_10023437	2e-46
Q9BXT4	Q9BXT4.2	CGI_10023438	3e-32
Q9BXT6	Q9BXT6.1	CGI_10026505	9e-69
Q9BXT6	Q9BXT6.1	CGI_10026506	0.0
Q9BXW4	Q9BXW4.1	CGI_10020484	4e-54
Q9BXW7	Q9BXW7.1	CGI_10018828	8e-104
Q9BXW7	Q9BXW7.1	CGI_10027078	1e-81
Q9BXW9	Q9BXW9.1	CGI_10006339	0.0
Q9BXX0	Q9BXX0.3	CGI_10009046	3e-06
Q9BY12	Q9BY12.1	CGI_10001786	3e-106
Q9BY27	Q9BY27.2	CGI_10003563	9e-42
Q9BY76	Q9BY76.2	CGI_10009082	3e-11
Q9BY77	Q9BY77.2	CGI_10020341	5e-16
Q9BY84	Q9BY84.1	CGI_10013694	2e-50
Q9BYB0	Q9BYB0.2	CGI_10016389	1e-109
Q9BYB4	Q9BYB4.2	CGI_10015080	9e-63
Q9BYD3	Q9BYD3.1	CGI_10005714	2e-06
Q9BYG0	Q9BYG0.1	CGI_10007018	5e-19
Q9BYK8	Q9BYK8.6	CGI_10000144	3e-68
Q9BYK8	Q9BYK8.6	CGI_10004469	1e-47
Q9BYK8	Q9BYK8.6	CGI_10017536	2e-29
Q9BYK8	Q9BYK8.6	CGI_10017537	1e-77
Q9BYK8	Q9BYK8.6	CGI_10017663	9e-78
Q9BYK8	Q9BYK8.6	CGI_10017664	7e-27
Q9BYK8	Q9BYK8.6	CGI_10017666	2e-92
Q9BYK8	Q9BYK8.6	CGI_10017667	3e-19
Q9BYK8	Q9BYK8.6	CGI_10020563	0.0
Q9BYK8	Q9BYK8.6	CGI_10027060	2e-88
Q9BYK8	Q9BYK8.6	CGI_10027441	8e-159
Q9BYK8	Q9BYK8.6	CGI_10027442	1e-38
Q9BYK8	Q9BYK8.6	CGI_10027444	6e-58
Q9BYK8	Q9BYK8.6	CGI_10027445	4e-100
Q9BYM8	Q9BYM8.2	CGI_10017711	2e-106
Q9BYN0	Q9BYN0.2	CGI_10009940	4e-48
Q9BYN7	Q9BYN7.2	CGI_10019085	1e-175
Q9BYR4	Q9BYR4.2	CGI_10021584	8e-15
Q9BYT1	Q9BYT1.2	CGI_10015580	6e-121
Q9BYU1	Q9BYU1.2	CGI_10015317	3e-07
Q9BYU1	Q9BYU1.2	CGI_10021477	1e-06
Q9BYV1	Q9BYV1.1	CGI_10019208	0.0
Q9BYW2	Q9BYW2.3	CGI_10000015	3e-38
Q9BYW2	Q9BYW2.3	CGI_10007074	0.0
Q9BYX4	Q9BYX4.3	CGI_10014035	7e-10
Q9BYX4	Q9BYX4.3	CGI_10020752	1e-21
Q9BZ19	Q9BZ19.3	CGI_10006423	1e-36
Q9BZ19	Q9BZ19.3	CGI_10027814	1e-13
Q9BZA8	Q9BZA8.1	CGI_10008007	3e-123
Q9BZA8	Q9BZA8.1	CGI_10016336	5e-112
Q9BZA8	Q9BZA8.1	CGI_10022470	1e-114
Q9BZE0	Q9BZE0.2	CGI_10026910	2e-78
Q9BZE3	Q9BZE3.1	CGI_10009941	5e-52
Q9BZE3	Q9BZE3.1	CGI_10009942	6e-27
Q9BZE4	Q9BZE4.3	CGI_10008002	0.0
Q9BZF1	Q9BZF1.3	CGI_10019514	0.0
Q9BZF3	Q9BZF3.1	CGI_10016942	0.0
Q9BZH6	Q9BZH6.1	CGI_10007504	4e-141
Q9BZH6	Q9BZH6.1	CGI_10011614	6e-06
Q9BZH6	Q9BZH6.1	CGI_10027583	2e-08
Q9BZJ0	Q9BZJ0.4	CGI_10010636	0.0
Q9BZM1	Q9BZM1.1	CGI_10012012	6e-22
Q9BZW4	Q9BZW4.3	CGI_10007933	1e-63
Q9C005	Q9C005.1	CGI_10013438	8e-28
Q9C040	Q9C040.1	CGI_10002732	3e-09
Q9C040	Q9C040.1	CGI_10004584	7e-09
Q9C040	Q9C040.1	CGI_10008862	9e-14
Q9C040	Q9C040.1	CGI_10010269	1e-08
Q9C040	Q9C040.1	CGI_10014149	6e-18
Q9C040	Q9C040.1	CGI_10017023	8e-39
Q9C040	Q9C040.1	CGI_10023339	3e-08
Q9C040	Q9C040.1	CGI_10024202	1e-12
Q9C056	Q9C056.2	CGI_10028825	1e-69
Q9C086	Q9C086.2	CGI_10024270	6e-25
Q9C098	Q9C098.2	CGI_10028458	1e-111
Q9C0B0	Q9C0B0.2	CGI_10007919	4e-171
Q9C0C7	Q9C0C7.2	CGI_10018685	2e-55
Q9C0C9	Q9C0C9.3	CGI_10013544	4e-73
Q9C0D2	Q9C0D2.4	CGI_10022699	2e-44
Q9C0D3	Q9C0D3.2	CGI_10015918	6e-128
Q9C0D7	Q9C0D7.2	CGI_10017955	3e-108
Q9C0D9	Q9C0D9.3	CGI_10017839	1e-75
Q9C0G0	Q9C0G0.2	CGI_10008503	4e-64
Q9C0G6	Q9C0G6.3	CGI_10020015	0.0
Q9C0H5	Q9C0H5.2	CGI_10013371	7e-142
Q9C0I4	Q9C0I4.2	CGI_10016673	0.0
Q9C102	Q9C102.1	CGI_10021435	0.0
Q9C585	Q9C585.2	CGI_10015985	7e-14
Q9C6B9	Q9C6B9.2	CGI_10015458	2e-175
Q9C9W9	Q9C9W9.1	CGI_10024551	1e-09
Q9CL21	Q9CL21.1	CGI_10012031	4e-16
Q9CNJ4	Q9CNJ4.2	CGI_10002081	2e-72
Q9CPU4	Q9CPU4.1	CGI_10001344	2e-35
Q9CPU4	Q9CPU4.1	CGI_10024265	2e-29
Q9CPW4	Q9CPW4.3	CGI_10000611	3e-48
Q9CPX7	Q9CPX7.1	CGI_10023161	1e-31
Q9CPY6	Q9CPY6.1	CGI_10006216	3e-125
Q9CQ02	Q9CQ02.1	CGI_10008225	8e-19
Q9CQ19	Q9CQ19.3	CGI_10021971	8e-88
Q9CQ29	Q9CQ29.1	CGI_10004139	1e-07
Q9CQ44	Q9CQ44.1	CGI_10009639	1e-15
Q9CQ46	Q9CQ46.1	CGI_10023901	3e-73
Q9CQ52	Q9CQ52.1	CGI_10027297	5e-59
Q9CQ60	Q9CQ60.1	CGI_10002865	1e-70
Q9CQ66	Q9CQ66.1	CGI_10005668	2e-52
Q9CQ66	Q9CQ66.1	CGI_10024575	3e-18
Q9CQ90	Q9CQ90.1	CGI_10021753	4e-12
Q9CQC8	Q9CQC8.1	CGI_10028409	3e-127
Q9CQC9	Q9CQC9.1	CGI_10026043	3e-94
Q9CQD4	Q9CQD4.2	CGI_10008208	2e-70
Q9CQE3	Q9CQE3.1	CGI_10024662	4e-11
Q9CQI3	Q9CQI3.3	CGI_10017169	2e-35
Q9CQL5	Q9CQL5.1	CGI_10017508	8e-29
Q9CQM0	Q9CQM0.1	CGI_10007482	9e-49
Q9CQM5	Q9CQM5.1	CGI_10027380	6e-44
Q9CQP2	Q9CQP2.1	CGI_10021788	2e-72
Q9CQQ8	Q9CQQ8.1	CGI_10008217	4e-50
Q9CQQ8	Q9CQQ8.1	CGI_10014193	2e-36
Q9CQQ8	Q9CQQ8.1	CGI_10016491	4e-50
Q9CQR6	Q9CQR6.1	CGI_10009380	0.0
