chr	geneID	genes.start	genes.end	MI.start	MI.end	overlap	length	GOSlim	DML.overlaps
scaffold432	CGI_10023111	610913	633037	616565	618086	1520	1521	developmental processes	0
scaffold432	CGI_10023111	610913	633037	616565	618086	1520	1521	cell cycle and proliferation	0
scaffold42894	CGI_10008016	56338	68041	61680	62815	1134	1135	death	0
scaffold42894	CGI_10008016	56338	68041	61680	62815	1134	1135	cell organization and biogenesis	0
scaffold42894	CGI_10008016	56338	68041	61680	62815	1134	1135	RNA metabolism	0
scaffold42894	CGI_10008016	56338	68041	61680	62815	1134	1135	cell cycle and proliferation	0
scaffold1032	CGI_10021696	615977	618456	616853	617652	798	799	other metabolic processes	0
scaffold1032	CGI_10021696	615977	618456	616853	617652	798	799	cell-cell signaling	0
scaffold1032	CGI_10021696	615977	618456	616853	617652	798	799	death	0
scaffold1032	CGI_10021696	615977	618456	616853	617652	798	799	RNA metabolism	0
scaffold1032	CGI_10021696	615977	618456	616853	617652	798	799	cell cycle and proliferation	0
scaffold1032	CGI_10021696	615977	618456	616853	617652	798	799	developmental processes	0
scaffold1032	CGI_10021696	615977	618456	616853	617652	798	799	signal transduction	0
scaffold433	CGI_10027082	570412	652416	616854	617455	600	601	cell adhesion	0
scaffold288	CGI_10020687	617164	636803	616926	640125	19639	23199	cell organization and biogenesis	2
scaffold288	CGI_10020688	638300	643826	616926	640125	1825	23199	other metabolic processes	2
scaffold288	CGI_10020687	617164	636803	616926	640125	19639	23199	RNA metabolism	2
scaffold288	CGI_10020688	638300	643826	616926	640125	1825	23199	protein metabolism	2
scaffold1375	CGI_10003984	60609	74524	61693	63381	1687	1688	other metabolic processes	0
scaffold1375	CGI_10003984	60609	74524	61693	63381	1687	1688	cell organization and biogenesis	0
scaffold1375	CGI_10003984	60609	74524	61693	63381	1687	1688	transport	0
scaffold1599	CGI_10027130	43377	79233	61703	68696	6992	6993	death	0
scaffold1599	CGI_10027130	43377	79233	61703	68696	6992	6993	cell organization and biogenesis	0
scaffold1599	CGI_10027130	43377	79233	61703	68696	6992	6993	transport	0
scaffold1599	CGI_10027130	43377	79233	61703	68696	6992	6993	cell-cell signaling	0
scaffold1599	CGI_10027130	43377	79233	61703	68696	6992	6993	developmental processes	0
scaffold413	CGI_10022820	613461	617471	617343	665103	127	47760	cell organization and biogenesis	0
scaffold413	CGI_10022821	622347	658634	617343	665103	36287	47760	transport	0
scaffold33742	CGI_10001126	72	6256	6174	6917	81	743	stress response	0
scaffold33742	CGI_10001126	72	6256	6174	6917	81	743	other metabolic processes	0
scaffold33742	CGI_10001126	72	6256	6174	6917	81	743	cell organization and biogenesis	0
scaffold33742	CGI_10001126	72	6256	6174	6917	81	743	developmental processes	0
scaffold33742	CGI_10001126	72	6256	6174	6917	81	743	cell cycle and proliferation	0
scaffold1605	CGI_10023379	606395	617547	617491	619831	55	2340	DNA metabolism	0
scaffold1605	CGI_10023379	606395	617547	617491	619831	55	2340	stress response	0
scaffold1605	CGI_10023380	615425	624095	617491	619831	2339	2340	cell cycle and proliferation	0
scaffold1605	CGI_10023380	615425	624095	617491	619831	2339	2340	cell organization and biogenesis	0
scaffold973	CGI_10021563	610551	648341	617505	618021	515	516	cell organization and biogenesis	0
scaffold973	CGI_10021563	610551	648341	617505	618021	515	516	developmental processes	0
scaffold973	CGI_10021563	610551	648341	617505	618021	515	516	transport	0
scaffold388	CGI_10020483	598368	618240	617660	618222	561	562	cell organization and biogenesis	0
scaffold388	CGI_10020483	598368	618240	617660	618222	561	562	signal transduction	0
scaffold1662	CGI_10004955	61719	62782	61800	62325	524	525	protein metabolism	0
scaffold1662	CGI_10004955	61719	62782	61800	62325	524	525	cell cycle and proliferation	0
scaffold109	CGI_10022124	602483	628646	618074	621288	3213	3214	protein metabolism	0
scaffold109	CGI_10022124	602483	628646	618074	621288	3213	3214	cell organization and biogenesis	0
scaffold109	CGI_10022124	602483	628646	618074	621288	3213	3214	RNA metabolism	0
scaffold109	CGI_10022124	602483	628646	618074	621288	3213	3214	cell cycle and proliferation	0
scaffold109	CGI_10022124	602483	628646	618074	621288	3213	3214	transport	0
scaffold121	CGI_10025661	602640	619411	618109	619265	1155	1156	protein metabolism	0
scaffold121	CGI_10025661	602640	619411	618109	619265	1155	1156	cell organization and biogenesis	0
C34636	CGI_10001331	1822	16096	6182	8251	2068	2069	protein metabolism	0
scaffold1104	CGI_10020395	617817	623331	618304	618905	600	601	transport	0
scaffold1104	CGI_10020396	618389	633457	618304	618905	516	601	protein metabolism	0
scaffold1878	CGI_10005490	61636	68675	61844	62940	1095	1096	other metabolic processes	0
scaffold42158	CGI_10006301	50861	64798	61860	62653	792	793	cell organization and biogenesis	0
scaffold42158	CGI_10006301	50861	64798	61860	62653	792	793	RNA metabolism	0
scaffold40910	CGI_10004546	39963	73595	61861	64195	2333	2334	signal transduction	0
scaffold1583	CGI_10025835	619298	631603	619014	620050	752	1036	cell organization and biogenesis	0
scaffold1583	CGI_10025835	619298	631603	619014	620050	752	1036	developmental processes	0
scaffold1583	CGI_10025835	619298	631603	619014	620050	752	1036	cell cycle and proliferation	0
scaffold226	CGI_10025369	607811	622261	619180	620390	1209	1210	developmental processes	0
scaffold226	CGI_10025369	607811	622261	619180	620390	1209	1210	stress response	0
scaffold226	CGI_10025369	607811	622261	619180	620390	1209	1210	other metabolic processes	0
scaffold934	CGI_10015432	53261	64974	61926	67076	3047	5150	cell organization and biogenesis	0
scaffold934	CGI_10015432	53261	64974	61926	67076	3047	5150	transport	0
scaffold934	CGI_10015432	53261	64974	61926	67076	3047	5150	cell cycle and proliferation	0
scaffold934	CGI_10015433	59575	66968	61926	67076	5041	5150	cell cycle and proliferation	0
scaffold934	CGI_10015433	59575	66968	61926	67076	5041	5150	cell organization and biogenesis	0
scaffold934	CGI_10015433	59575	66968	61926	67076	5041	5150	transport	0
scaffold432	CGI_10023111	610913	633037	619298	623742	4443	4444	cell organization and biogenesis	0
scaffold432	CGI_10023111	610913	633037	619298	623742	4443	4444	RNA metabolism	0
scaffold432	CGI_10023111	610913	633037	619298	623742	4443	4444	other metabolic processes	0
scaffold432	CGI_10023111	610913	633037	619298	623742	4443	4444	protein metabolism	0
scaffold432	CGI_10023111	610913	633037	619298	623742	4443	4444	developmental processes	0
scaffold432	CGI_10023111	610913	633037	619298	623742	4443	4444	cell cycle and proliferation	0
scaffold351	CGI_10022616	608031	628045	619407	625961	6553	6554	transport	0
scaffold351	CGI_10022616	608031	628045	619407	625961	6553	6554	signal transduction	0
scaffold1742	CGI_10010929	6151	14747	6195	7170	974	975	other metabolic processes	0
scaffold1742	CGI_10010929	6151	14747	6195	7170	974	975	cell-cell signaling	0
scaffold1742	CGI_10010929	6151	14747	6195	7170	974	975	transport	0
scaffold1742	CGI_10010929	6151	14747	6195	7170	974	975	protein metabolism	0
scaffold973	CGI_10021563	610551	648341	619624	620534	909	910	cell organization and biogenesis	0
scaffold973	CGI_10021563	610551	648341	619624	620534	909	910	developmental processes	0
scaffold973	CGI_10021563	610551	648341	619624	620534	909	910	transport	0
scaffold1359	CGI_10013233	59796	79396	61977	63275	1297	1298	cell cycle and proliferation	0
scaffold1896	CGI_10019634	47123	84507	61981	62564	582	583	cell adhesion	0
scaffold1896	CGI_10019634	47123	84507	61981	62564	582	583	cell organization and biogenesis	0
scaffold1896	CGI_10019634	47123	84507	61981	62564	582	583	other metabolic processes	0
scaffold1896	CGI_10019634	47123	84507	61981	62564	582	583	signal transduction	0
scaffold1896	CGI_10019634	47123	84507	61981	62564	582	583	transport	0
scaffold1862	CGI_10021920	622753	640790	619865	626148	3395	6283	signal transduction	0
scaffold1862	CGI_10021920	622753	640790	619865	626148	3395	6283	RNA metabolism	0
scaffold70	CGI_10024778	605933	624830	619869	624384	4514	4515	transport	0
scaffold70	CGI_10024778	605933	624830	619869	624384	4514	4515	cell cycle and proliferation	0
scaffold70	CGI_10024778	605933	624830	619869	624384	4514	4515	cell organization and biogenesis	0
scaffold1493	CGI_10006741	60202	63110	61989	63179	1120	1190	developmental processes	0
scaffold1897	CGI_10020942	614241	623043	619890	620697	806	807	cell organization and biogenesis	0
scaffold1897	CGI_10020942	614241	623043	619890	620697	806	807	RNA metabolism	0
scaffold42960	CGI_10008240	59882	66818	62002	63557	1554	1555	cell organization and biogenesis	0
scaffold1032	CGI_10021697	618924	622398	620173	620893	719	720	death	0
scaffold1032	CGI_10021697	618924	622398	620173	620893	719	720	signal transduction	0
scaffold1032	CGI_10021697	618924	622398	620173	620893	719	720	cell cycle and proliferation	0
scaffold1032	CGI_10021697	618924	622398	620173	620893	719	720	RNA metabolism	0
scaffold1032	CGI_10021697	618924	622398	620173	620893	719	720	other metabolic processes	0
scaffold1032	CGI_10021697	618924	622398	620173	620893	719	720	cell-cell signaling	0
scaffold1032	CGI_10021697	618924	622398	620173	620893	719	720	developmental processes	0
scaffold963	CGI_10015615	61192	70868	62039	62678	638	639	cell cycle and proliferation	0
scaffold963	CGI_10015615	61192	70868	62039	62678	638	639	signal transduction	0
scaffold963	CGI_10015615	61192	70868	62039	62678	638	639	protein metabolism	0
scaffold963	CGI_10015615	61192	70868	62039	62678	638	639	stress response	0
scaffold433	CGI_10027082	570412	652416	620509	621106	596	597	cell adhesion	0
scaffold41400	CGI_10005033	56733	66697	62053	62668	614	615	cell organization and biogenesis	0
scaffold41400	CGI_10005033	56733	66697	62053	62668	614	615	RNA metabolism	0
scaffold41400	CGI_10005033	56733	66697	62053	62668	614	615	cell cycle and proliferation	0
scaffold41400	CGI_10005033	56733	66697	62053	62668	614	615	protein metabolism	0
scaffold42032	CGI_10006014	39490	85082	62061	62717	655	656	cell organization and biogenesis	0
scaffold42032	CGI_10006014	39490	85082	62061	62717	655	656	transport	0
scaffold226	CGI_10025369	607811	622261	620680	621579	898	899	stress response	0
scaffold226	CGI_10025369	607811	622261	620680	621579	898	899	developmental processes	0
scaffold226	CGI_10025369	607811	622261	620680	621579	898	899	other metabolic processes	0
scaffold500	CGI_10008714	54857	64072	62075	62702	626	627	death	0
scaffold500	CGI_10008714	54857	64072	62075	62702	626	627	signal transduction	0
scaffold973	CGI_10021563	610551	648341	620833	621549	715	716	cell organization and biogenesis	0
scaffold973	CGI_10021563	610551	648341	620833	621549	715	716	developmental processes	0
scaffold973	CGI_10021563	610551	648341	620833	621549	715	716	transport	0
scaffold337	CGI_10028071	588533	627991	620878	621561	682	683	protein metabolism	0
scaffold337	CGI_10028071	588533	627991	620878	621561	682	683	signal transduction	0
scaffold337	CGI_10028071	588533	627991	620878	621561	682	683	transport	0
scaffold1583	CGI_10025835	619298	631603	621030	623115	2084	2085	cell organization and biogenesis	0
scaffold1583	CGI_10025835	619298	631603	621030	623115	2084	2085	developmental processes	0
scaffold1583	CGI_10025835	619298	631603	621030	623115	2084	2085	cell cycle and proliferation	0
scaffold1021	CGI_10022483	61697	98005	62106	63480	1373	1374	other metabolic processes	0
scaffold1021	CGI_10022483	61697	98005	62106	63480	1373	1374	cell organization and biogenesis	0
scaffold1021	CGI_10022483	61697	98005	62106	63480	1373	1374	transport	0
scaffold1021	CGI_10022483	61697	98005	62106	63480	1373	1374	signal transduction	0
scaffold1897	CGI_10020942	614241	623043	621077	622528	1450	1451	cell organization and biogenesis	0
scaffold1897	CGI_10020942	614241	623043	621077	622528	1450	1451	RNA metabolism	0
scaffold393	CGI_10026908	615091	627246	621153	621918	764	765	transport	0
scaffold392	CGI_10024226	621603	627251	621252	621848	245	596	protein metabolism	0
scaffold1086	CGI_10021952	622566	630913	621254	623656	1090	2402	transport	0
scaffold868	CGI_10006358	54309	69888	62130	63645	1514	1515	RNA metabolism	0
scaffold868	CGI_10006358	54309	69888	62130	63645	1514	1515	protein metabolism	0
scaffold868	CGI_10006358	54309	69888	62130	63645	1514	1515	cell organization and biogenesis	0
scaffold39716	CGI_10003562	40638	66400	62143	63430	1286	1287	transport	0
scaffold109	CGI_10022124	602483	628646	621594	622197	602	603	protein metabolism	0
scaffold109	CGI_10022124	602483	628646	621594	622197	602	603	cell organization and biogenesis	0
scaffold109	CGI_10022124	602483	628646	621594	622197	602	603	RNA metabolism	0
scaffold109	CGI_10022124	602483	628646	621594	622197	602	603	cell cycle and proliferation	0
scaffold109	CGI_10022124	602483	628646	621594	622197	602	603	transport	0
scaffold1746	CGI_10007280	45742	110596	62162	62788	625	626	developmental processes	0
scaffold1746	CGI_10007280	45742	110596	62162	62788	625	626	signal transduction	0
scaffold1746	CGI_10007280	45742	110596	62162	62788	625	626	transport	0
scaffold1746	CGI_10007280	45742	110596	62162	62788	625	626	death	0
scaffold1746	CGI_10007280	45742	110596	62162	62788	625	626	cell organization and biogenesis	0
scaffold1880	CGI_10008204	5602	92195	62171	62714	542	543	RNA metabolism	0
scaffold39730	CGI_10003592	57150	76751	62186	69759	7572	7573	developmental processes	0
scaffold39730	CGI_10003592	57150	76751	62186	69759	7572	7573	other metabolic processes	0
scaffold39730	CGI_10003592	57150	76751	62186	69759	7572	7573	cell organization and biogenesis	0
scaffold39730	CGI_10003592	57150	76751	62186	69759	7572	7573	transport	0
scaffold42604	CGI_10007313	43936	67814	62189	64222	2032	2033	transport	0
scaffold42604	CGI_10007313	43936	67814	62189	64222	2032	2033	cell-cell signaling	0
scaffold107	CGI_10025068	606289	653246	621984	622798	813	814	cell cycle and proliferation	0
scaffold42726	CGI_10007566	2982	14808	6220	6839	618	619	other metabolic processes	0
scaffold378	CGI_10017632	49675	66984	62211	62771	559	560	other metabolic processes	0
scaffold1803	CGI_10014043	63405	64367	62255	66151	962	3896	death	0
scaffold433	CGI_10027082	570412	652416	622608	624011	1402	1403	cell adhesion	0
scaffold1437	CGI_10003667	62286	63334	62273	63264	978	991	RNA metabolism	0
scaffold1437	CGI_10003667	62286	63334	62273	63264	978	991	developmental processes	0
scaffold1881	CGI_10006131	59592	66178	62289	63752	1462	1463	developmental processes	0
scaffold1881	CGI_10006131	59592	66178	62289	63752	1462	1463	other metabolic processes	0
scaffold1881	CGI_10006131	59592	66178	62289	63752	1462	1463	signal transduction	0
scaffold1881	CGI_10006131	59592	66178	62289	63752	1462	1463	cell-cell signaling	0
scaffold1881	CGI_10006131	59592	66178	62289	63752	1462	1463	RNA metabolism	0
scaffold1881	CGI_10006131	59592	66178	62289	63752	1462	1463	transport	0
scaffold1411	CGI_10009185	24558	65895	62301	64185	1883	1884	stress response	0
scaffold1411	CGI_10009185	24558	65895	62301	64185	1883	1884	other metabolic processes	0
scaffold1094	CGI_10021838	609558	640373	623023	623578	554	555	cell adhesion	0
scaffold1094	CGI_10021838	609558	640373	623023	623578	554	555	developmental processes	0
scaffold1094	CGI_10021838	609558	640373	623023	623578	554	555	protein metabolism	0
scaffold1094	CGI_10021838	609558	640373	623023	623578	554	555	cell organization and biogenesis	0
scaffold1094	CGI_10021838	609558	640373	623023	623578	554	555	cell cycle and proliferation	0
scaffold1605	CGI_10023380	615425	624095	623140	624176	954	1036	cell cycle and proliferation	0
scaffold1605	CGI_10023380	615425	624095	623140	624176	954	1036	cell organization and biogenesis	0
scaffold42364	CGI_10006721	47371	73499	62324	63072	747	748	RNA metabolism	0
scaffold40832	CGI_10004458	55298	64398	62324	64199	1874	1875	developmental processes	0
scaffold393	CGI_10026908	615091	627246	623634	624535	900	901	transport	0
scaffold39536	CGI_10003410	40650	69644	62366	68560	6193	6194	cell organization and biogenesis	0
scaffold39536	CGI_10003410	40650	69644	62366	68560	6193	6194	RNA metabolism	0
scaffold39536	CGI_10003410	40650	69644	62366	68560	6193	6194	developmental processes	0
scaffold39536	CGI_10003410	40650	69644	62366	68560	6193	6194	cell cycle and proliferation	0
scaffold39536	CGI_10003410	40650	69644	62366	68560	6193	6194	transport	0
scaffold1583	CGI_10025835	619298	631603	623731	624989	1257	1258	cell organization and biogenesis	0
scaffold1583	CGI_10025835	619298	631603	623731	624989	1257	1258	developmental processes	0
scaffold1583	CGI_10025835	619298	631603	623731	624989	1257	1258	cell cycle and proliferation	0
scaffold42918	CGI_10008117	55344	100016	62403	63309	905	906	signal transduction	0
scaffold42918	CGI_10008117	55344	100016	62403	63309	905	906	other metabolic processes	0
scaffold1086	CGI_10021952	622566	630913	624212	625007	794	795	transport	0
