A0JP70	XM_022463201.1	WD repeat-containing protein 90-like
Q9BYB0	XM_022435271.1	SH3 and multiple ankyrin repeat domains protein 1-like
Q9BYB0	XM_022435272.1	SH3 and multiple ankyrin repeat domains protein 1-like
Q9BZH6	XM_022485614.1	WD repeat-containing protein 11-like
Q9BZH6	XM_022485615.1	WD repeat-containing protein 11-like
Q9C0H5	XM_022486761.1	rho GTPase-activating protein 39-like
Q9C0H5	XM_022486761.1	rho GTPase-activating protein 39-like
Q9C0H5	XM_022486715.1	rho GTPase-activating protein 39-like
Q9C0H5	XM_022486715.1	rho GTPase-activating protein 39-like
Q9C0H5	XM_022486734.1	rho GTPase-activating protein 39-like
Q9C0H5	XM_022486734.1	rho GTPase-activating protein 39-like
Q9C0H5	XM_022486775.1	rho GTPase-activating protein 39-like
Q9C0H5	XM_022486775.1	rho GTPase-activating protein 39-like
Q9C0H5	XM_022486743.1	rho GTPase-activating protein 39-like
Q9C0H5	XM_022486743.1	rho GTPase-activating protein 39-like
Q9C0H5	XM_022486761.1	rho GTPase-activating protein 39-like
Q9C0H5	XM_022486769.1	rho GTPase-activating protein 39-like
Q9C0H5	XM_022486761.1	rho GTPase-activating protein 39-like
Q9C0H5	XM_022486769.1	rho GTPase-activating protein 39-like
Q9C0H5	XM_022486734.1	rho GTPase-activating protein 39-like
Q9C0H5	XM_022486734.1	rho GTPase-activating protein 39-like
Q9C0H5	XM_022486726.1	rho GTPase-activating protein 39-like
Q9C0H5	XM_022486726.1	rho GTPase-activating protein 39-like
Q9C0H5	XM_022486726.1	rho GTPase-activating protein 39-like
Q9C0H5	XM_022486726.1	rho GTPase-activating protein 39-like
Q9C0H5	XM_022486715.1	rho GTPase-activating protein 39-like
Q9C0H5	XM_022486715.1	rho GTPase-activating protein 39-like
Q9C0H5	XM_022486743.1	rho GTPase-activating protein 39-like
Q9C0H5	XM_022486752.1	rho GTPase-activating protein 39-like
Q9C0H5	XM_022486743.1	rho GTPase-activating protein 39-like
Q9C0H5	XM_022486752.1	rho GTPase-activating protein 39-like
Q9C0H5	XM_022486752.1	rho GTPase-activating protein 39-like
Q9C0H5	XM_022486752.1	rho GTPase-activating protein 39-like
Q9C0H5	XM_022486782.1	rho GTPase-activating protein 39-like
Q9C0H5	XM_022486782.1	rho GTPase-activating protein 39-like
Q9C0H5	XM_022486791.1	rho GTPase-activating protein 39-like
Q9C0H5	XM_022486791.1	rho GTPase-activating protein 39-like
Q9CPU4	XM_022481955.1	microsomal glutathione S-transferase 3-like
Q9CQN1	XM_022466076.1	heat shock protein 75 kDa
Q9CWR2	XM_022464880.1	histone-lysine N-methyltransferase SMYD3-like
Q9CY21	XM_022486485.1	probable 18S rRNA (guanine-N(7))-methyltransferase
Q9D1J3	XM_022453489.1	SAP domain-containing ribonucleoprotein-like
Q9D2Z8	XM_022481412.1	kinesin-like protein KIF12
Q9D2Z8	XM_022481412.1	kinesin-like protein KIF12
Q9D2Z8	XM_022481412.1	kinesin-like protein KIF12
Q9D2Z8	XM_022481415.1	kinesin-like protein KIF12
Q9D2Z8	XM_022481415.1	kinesin-like protein KIF12
Q9D2Z8	XM_022481415.1	kinesin-like protein KIF12
Q9D2Z8	XM_022481417.1	kinesin-like protein KIF12
Q9D2Z8	XM_022481417.1	kinesin-like protein KIF12
Q9D2Z8	XM_022481417.1	kinesin-like protein KIF12
Q9D2Z8	XM_022481416.1	kinesin-like protein KIF12
Q9D2Z8	XM_022481416.1	kinesin-like protein KIF12
Q9D2Z8	XM_022481416.1	kinesin-like protein KIF12
Q9D2Z8	XM_022481414.1	kinesin-like protein KIF12
Q9D2Z8	XM_022481414.1	kinesin-like protein KIF12
Q9D2Z8	XM_022481414.1	kinesin-like protein KIF12
Q9D2Z8	XM_022481413.1	kinesin-like protein KIF12
Q9D2Z8	XM_022481413.1	kinesin-like protein KIF12
Q9D2Z8	XM_022481413.1	kinesin-like protein KIF12
Q9D787	XM_022430411.1	peptidyl-prolyl cis-trans isomerase-like 2
Q9D7V9	XM_022436734.1	N-acylethanolamine-hydrolyzing acid amidase-like
Q9D850	XM_022464241.1	transmembrane protein 68-like
Q9DAX9	XM_022460308.1	amyloid protein-binding protein 2-like
Q9ES28	XM_022483410.1	rho guanine nucleotide exchange factor 7-like
Q9ES28	XM_022483413.1	rho guanine nucleotide exchange factor 7-like
Q9ES28	XM_022483422.1	rho guanine nucleotide exchange factor 7-like
Q9ES28	XM_022483415.1	rho guanine nucleotide exchange factor 7-like
Q9ES28	XM_022483411.1	rho guanine nucleotide exchange factor 7-like
Q9FLR5	XM_022445204.1	uncharacterized LOC111109116
Q9FN03	XM_022475599.1	uncharacterized LOC111129310
Q9FN03	XM_022475599.1	uncharacterized LOC111129310
Q9FN03	XM_022475599.1	uncharacterized LOC111129310
Q9FN03	XM_022475599.1	uncharacterized LOC111129310
Q9FN03	XM_022475599.1	uncharacterized LOC111129310
Q9GYZ0	XM_022483885.1	kinesin-like protein KIF15
Q9H1K0	XM_022442215.1	rabenosyn-5-like
Q9H1K0	XM_022442215.1	rabenosyn-5-like
Q9H6P5	XM_022476965.1	threonine aspartase 1-like
Q9H7F0	XM_022484591.1	probable cation-transporting ATPase 13A3
Q9H7F0	XM_022484590.1	probable cation-transporting ATPase 13A3
Q9H7F0	XM_022484592.1	probable cation-transporting ATPase 13A3
Q9HAU5	XM_022443530.1	regulator of nonsense transcripts 2-like
Q9HAU5	XM_022443531.1	regulator of nonsense transcripts 2-like
Q9HAU5	XM_022443532.1	regulator of nonsense transcripts 2-like
Q9HC56	XM_022470349.1	protocadherin-9-like
Q9HC56	XM_022470344.1	protocadherin-9-like
Q9HC56	XM_022470348.1	protocadherin-9-like
Q9HC56	XM_022470346.1	protocadherin-9-like
Q9HC56	XM_022470342.1	protocadherin-9-like
Q9HC56	XM_022470345.1	protocadherin-9-like
Q9HC56	XM_022470350.1	protocadherin-9-like
Q9HC56	XM_022470343.1	protocadherin-9-like
Q9IBG7	XM_022436416.1	uncharacterized LOC111103279
Q9IBG7	XM_022436416.1	uncharacterized LOC111103279
Q9IBG7	XM_022436416.1	uncharacterized LOC111103279
Q9JHU4	XM_022477297.1	cytoplasmic dynein 1 heavy chain 1-like
Q9JHU4	XM_022477298.1	cytoplasmic dynein 1 heavy chain 1-like
Q9JHU4	XM_022477299.1	cytoplasmic dynein 1 heavy chain 1-like
Q9JHU4	XM_022477300.1	cytoplasmic dynein 1 heavy chain 1-like
Q9JHU4	XM_022477301.1	cytoplasmic dynein 1 heavy chain 1-like
Q9JHU4	XM_022477302.1	cytoplasmic dynein 1 heavy chain 1-like
Q9JHU4	XM_022477297.1	cytoplasmic dynein 1 heavy chain 1-like
Q9JHU4	XM_022477298.1	cytoplasmic dynein 1 heavy chain 1-like
Q9JHU4	XM_022477299.1	cytoplasmic dynein 1 heavy chain 1-like
Q9JHU4	XM_022477300.1	cytoplasmic dynein 1 heavy chain 1-like
Q9JHU4	XM_022477301.1	cytoplasmic dynein 1 heavy chain 1-like
Q9JHU4	XM_022477302.1	cytoplasmic dynein 1 heavy chain 1-like
Q9JHU4	XM_022477297.1	cytoplasmic dynein 1 heavy chain 1-like
Q9JHU4	XM_022477298.1	cytoplasmic dynein 1 heavy chain 1-like
Q9JHU4	XM_022477299.1	cytoplasmic dynein 1 heavy chain 1-like
Q9JHU4	XM_022477300.1	cytoplasmic dynein 1 heavy chain 1-like
Q9JHU4	XM_022477301.1	cytoplasmic dynein 1 heavy chain 1-like
Q9JHU4	XM_022477302.1	cytoplasmic dynein 1 heavy chain 1-like
Q9JHU4	XM_022477297.1	cytoplasmic dynein 1 heavy chain 1-like
Q9JHU4	XM_022477298.1	cytoplasmic dynein 1 heavy chain 1-like
Q9JHU4	XM_022477299.1	cytoplasmic dynein 1 heavy chain 1-like
Q9JHU4	XM_022477300.1	cytoplasmic dynein 1 heavy chain 1-like
Q9JHU4	XM_022477301.1	cytoplasmic dynein 1 heavy chain 1-like
Q9JHU4	XM_022477302.1	cytoplasmic dynein 1 heavy chain 1-like
Q9JI70	XM_022476759.1	McKusick-Kaufman/Bardet-Biedl syndromes putative chaperonin-like
Q9JLG8	XM_022470096.1	calpain-15-like
Q9K907	XM_022453336.1	bis(5'-nucleosyl)-tetraphosphatase PrpE [asymmetrical]-like
Q9NLA3	XM_022433936.1	nucleoplasmin-like protein ANO39
Q9NLA3	XM_022433937.1	nucleoplasmin-like protein ANO39
Q9NRL2	XM_022476891.1	bromodomain adjacent to zinc finger domain protein 1A-like
Q9NRL2	XM_022476890.1	bromodomain adjacent to zinc finger domain protein 1A-like
Q9NRL2	XM_022476891.1	bromodomain adjacent to zinc finger domain protein 1A-like
Q9NRL2	XM_022476890.1	bromodomain adjacent to zinc finger domain protein 1A-like
Q9NRL2	XM_022476890.1	bromodomain adjacent to zinc finger domain protein 1A-like
Q9NRL2	XM_022476891.1	bromodomain adjacent to zinc finger domain protein 1A-like
Q9NRL2	XM_022476890.1	bromodomain adjacent to zinc finger domain protein 1A-like
Q9NRL2	XM_022476891.1	bromodomain adjacent to zinc finger domain protein 1A-like
Q9NRL2	XM_022476890.1	bromodomain adjacent to zinc finger domain protein 1A-like
Q9NRL2	XM_022476891.1	bromodomain adjacent to zinc finger domain protein 1A-like
Q9NRL2	XM_022476890.1	bromodomain adjacent to zinc finger domain protein 1A-like
Q9NRL2	XM_022476891.1	bromodomain adjacent to zinc finger domain protein 1A-like
Q9NRM2	XM_022443826.1	zinc finger protein 277-like
Q9NRM2	XM_022443827.1	zinc finger protein 277-like
Q9NRM2	XM_022443828.1	zinc finger protein 277-like
Q9NU22	XM_022461910.1	midasin-like
Q9P0J1	XM_022486691.1	pyruvate dehydrogenase [acetyl-transferring]-phosphatase 1
Q9P0U3	XM_022453100.1	sentrin-specific protease 1-like
Q9P2Q2	XM_022446731.1	FERM domain-containing protein 4A-like
Q9P2Q2	XM_022446731.1	FERM domain-containing protein 4A-like
Q9R095	XM_022458802.1	sperm flagellar protein 2-like
Q9R095	XM_022458798.1	sperm flagellar protein 2-like
Q9R095	XM_022458799.1	sperm flagellar protein 2-like
Q9R095	XM_022458800.1	sperm flagellar protein 2-like
Q9R095	XM_022458802.1	sperm flagellar protein 2-like
Q9R095	XM_022458803.1	sperm flagellar protein 2-like
Q9R095	XM_022458805.1	sperm flagellar protein 2-like
Q9R095	XM_022458798.1	sperm flagellar protein 2-like
Q9R095	XM_022458800.1	sperm flagellar protein 2-like
Q9R095	XM_022458803.1	sperm flagellar protein 2-like
Q9R095	XM_022458799.1	sperm flagellar protein 2-like
Q9R095	XM_022458798.1	sperm flagellar protein 2-like
Q9R095	XM_022458799.1	sperm flagellar protein 2-like
Q9R095	XM_022458800.1	sperm flagellar protein 2-like
Q9R095	XM_022458802.1	sperm flagellar protein 2-like
Q9R095	XM_022458803.1	sperm flagellar protein 2-like
Q9R095	XM_022458805.1	sperm flagellar protein 2-like
Q9R095	XM_022458805.1	sperm flagellar protein 2-like
Q9R095	XM_022458802.1	sperm flagellar protein 2-like
Q9R095	XM_022458799.1	sperm flagellar protein 2-like
Q9R095	XM_022458803.1	sperm flagellar protein 2-like
Q9R095	XM_022458805.1	sperm flagellar protein 2-like
Q9R095	XM_022458798.1	sperm flagellar protein 2-like
Q9R095	XM_022458800.1	sperm flagellar protein 2-like
Q9R0T8	XM_022442503.1	inhibitor of nuclear factor kappa-B kinase subunit epsilon-like
Q9UDY8	XM_022476587.1	mucosa-associated lymphoid tissue lymphoma translocation protein 1-like
Q9UDY8	XM_022476587.1	mucosa-associated lymphoid tissue lymphoma translocation protein 1-like
Q9UGM3	XM_022458792.1	uncharacterized LOC111119012
Q9UGM3	XM_022458787.1	uncharacterized LOC111119012
Q9UGM3	XM_022458788.1	uncharacterized LOC111119012
Q9UGM3	XM_022458789.1	uncharacterized LOC111119012
Q9UGM3	XM_022458790.1	uncharacterized LOC111119012
Q9UGM3	XM_022458791.1	uncharacterized LOC111119012
Q9UGM3	XM_022458792.1	uncharacterized LOC111119012
Q9UGM3	XM_022458787.1	uncharacterized LOC111119012
Q9UGM3	XM_022458788.1	uncharacterized LOC111119012
Q9UGM3	XM_022458789.1	uncharacterized LOC111119012
Q9UGM3	XM_022458790.1	uncharacterized LOC111119012
Q9UGM3	XM_022458791.1	uncharacterized LOC111119012
Q9UGM3	XM_022458792.1	uncharacterized LOC111119012
Q9UGM3	XM_022458787.1	uncharacterized LOC111119012
Q9UGM3	XM_022458788.1	uncharacterized LOC111119012
Q9UGM3	XM_022458789.1	uncharacterized LOC111119012
Q9UGM3	XM_022458790.1	uncharacterized LOC111119012
Q9UGM3	XM_022458791.1	uncharacterized LOC111119012
Q9UGM3	XM_022458792.1	uncharacterized LOC111119012
Q9UGM3	XM_022458787.1	uncharacterized LOC111119012
Q9UGM3	XM_022458788.1	uncharacterized LOC111119012
Q9UGM3	XM_022458789.1	uncharacterized LOC111119012
Q9UGM3	XM_022458790.1	uncharacterized LOC111119012
Q9UGM3	XM_022458791.1	uncharacterized LOC111119012
Q9UGM3	XM_022458792.1	uncharacterized LOC111119012
Q9UGM3	XM_022458787.1	uncharacterized LOC111119012
Q9UGM3	XM_022458788.1	uncharacterized LOC111119012
Q9UGM3	XM_022458789.1	uncharacterized LOC111119012
Q9UGM3	XM_022458790.1	uncharacterized LOC111119012
Q9UGM3	XM_022458791.1	uncharacterized LOC111119012
Q9UGM3	XM_022458792.1	uncharacterized LOC111119012
Q9UGM3	XM_022458787.1	uncharacterized LOC111119012
Q9UGM3	XM_022458788.1	uncharacterized LOC111119012
Q9UGM3	XM_022458789.1	uncharacterized LOC111119012
Q9UGM3	XM_022458790.1	uncharacterized LOC111119012
Q9UGM3	XM_022458791.1	uncharacterized LOC111119012
Q9UGM3	XM_022458792.1	uncharacterized LOC111119012
Q9UGM3	XM_022458787.1	uncharacterized LOC111119012
Q9UGM3	XM_022458788.1	uncharacterized LOC111119012
Q9UGM3	XM_022458789.1	uncharacterized LOC111119012
Q9UGM3	XM_022458790.1	uncharacterized LOC111119012
Q9UGM3	XM_022458791.1	uncharacterized LOC111119012
Q9UGM3	XM_022458792.1	uncharacterized LOC111119012
Q9UGM3	XM_022458787.1	uncharacterized LOC111119012
Q9UGM3	XM_022458788.1	uncharacterized LOC111119012
Q9UGM3	XM_022458789.1	uncharacterized LOC111119012
Q9UGM3	XM_022458790.1	uncharacterized LOC111119012
Q9UGM3	XM_022458791.1	uncharacterized LOC111119012
Q9UGM3	XM_022458787.1	uncharacterized LOC111119012
Q9UGM3	XM_022458788.1	uncharacterized LOC111119012
Q9UGM3	XM_022458792.1	uncharacterized LOC111119012
Q9UGM3	XM_022458787.1	uncharacterized LOC111119012
Q9UGM3	XM_022458788.1	uncharacterized LOC111119012
Q9UGM3	XM_022458789.1	uncharacterized LOC111119012
Q9UGM3	XM_022458790.1	uncharacterized LOC111119012
Q9UGM3	XM_022458791.1	uncharacterized LOC111119012
Q9UGM3	XM_022458792.1	uncharacterized LOC111119012
Q9UGM3	XM_022458790.1	uncharacterized LOC111119012
Q9UGM3	XM_022458787.1	uncharacterized LOC111119012
Q9UGM3	XM_022458788.1	uncharacterized LOC111119012
Q9UGM3	XM_022458789.1	uncharacterized LOC111119012
Q9UGM3	XM_022458790.1	uncharacterized LOC111119012
Q9UGM3	XM_022458791.1	uncharacterized LOC111119012
Q9UGM3	XM_022458792.1	uncharacterized LOC111119012
Q9UGM3	XM_022458787.1	uncharacterized LOC111119012
Q9UGM3	XM_022458788.1	uncharacterized LOC111119012
Q9UGM3	XM_022458789.1	uncharacterized LOC111119012
Q9UGM3	XM_022458790.1	uncharacterized LOC111119012
Q9UGM3	XM_022458791.1	uncharacterized LOC111119012
Q9UGM3	XM_022458792.1	uncharacterized LOC111119012
Q9UGM3	XM_022458787.1	uncharacterized LOC111119012
Q9UGM3	XM_022458788.1	uncharacterized LOC111119012
Q9UGM3	XM_022458789.1	uncharacterized LOC111119012
Q9UGM3	XM_022458790.1	uncharacterized LOC111119012
Q9UGM3	XM_022458791.1	uncharacterized LOC111119012
Q9UGM3	XM_022458789.1	uncharacterized LOC111119012
Q9UGM3	XM_022458787.1	uncharacterized LOC111119012
Q9UGM3	XM_022458788.1	uncharacterized LOC111119012
Q9UGM3	XM_022458789.1	uncharacterized LOC111119012
Q9UGM3	XM_022458790.1	uncharacterized LOC111119012
Q9UGM3	XM_022458791.1	uncharacterized LOC111119012
Q9UGM3	XM_022458792.1	uncharacterized LOC111119012
Q9UGM3	XM_022458787.1	uncharacterized LOC111119012
Q9UGM3	XM_022458787.1	uncharacterized LOC111119012
Q9UGM3	XM_022458788.1	uncharacterized LOC111119012
Q9UGM3	XM_022458789.1	uncharacterized LOC111119012
Q9UGM3	XM_022458790.1	uncharacterized LOC111119012
Q9UGM3	XM_022458791.1	uncharacterized LOC111119012
Q9UGM3	XM_022458788.1	uncharacterized LOC111119012
Q9UGM3	XM_022458791.1	uncharacterized LOC111119012
Q9UGM3	XM_022458787.1	uncharacterized LOC111119012
Q9UGM3	XM_022458788.1	uncharacterized LOC111119012
Q9UGM3	XM_022458789.1	uncharacterized LOC111119012
Q9UGM3	XM_022458792.1	uncharacterized LOC111119012
Q9UGM3	XM_022458790.1	uncharacterized LOC111119012
Q9UGM3	XM_022458792.1	uncharacterized LOC111119012
Q9UGM3	XM_022458787.1	uncharacterized LOC111119012
Q9UGM3	XM_022458788.1	uncharacterized LOC111119012
Q9UGM3	XM_022458789.1	uncharacterized LOC111119012
Q9UGM3	XM_022458790.1	uncharacterized LOC111119012
Q9UGM3	XM_022458791.1	uncharacterized LOC111119012
Q9UGM3	XM_022458792.1	uncharacterized LOC111119012
Q9UGM3	XM_022458791.1	uncharacterized LOC111119012
Q9UGM3	XM_022458790.1	uncharacterized LOC111119012
Q9UGM3	XM_022458791.1	uncharacterized LOC111119012
Q9UGM3	XM_022458787.1	uncharacterized LOC111119012
Q9UGM3	XM_022458789.1	uncharacterized LOC111119012
Q9UGM3	XM_022458790.1	uncharacterized LOC111119012
Q9UGM3	XM_022458791.1	uncharacterized LOC111119012
Q9UGM3	XM_022458788.1	uncharacterized LOC111119012
Q9UGM3	XM_022458792.1	uncharacterized LOC111119012
Q9UGM3	XM_022458787.1	uncharacterized LOC111119012
Q9UGM3	XM_022458790.1	uncharacterized LOC111119012
Q9UGM3	XM_022458791.1	uncharacterized LOC111119012
Q9UGM3	XM_022458788.1	uncharacterized LOC111119012
Q9UGM3	XM_022458792.1	uncharacterized LOC111119012
Q9UGM3	XM_022458790.1	uncharacterized LOC111119012
Q9UGM3	XM_022458787.1	uncharacterized LOC111119012
Q9UGM3	XM_022458789.1	uncharacterized LOC111119012
Q9UGM3	XM_022458789.1	uncharacterized LOC111119012
Q9UGM3	XM_022458791.1	uncharacterized LOC111119012
Q9UGM3	XM_022458792.1	uncharacterized LOC111119012
Q9UHD2	XM_022443104.1	serine/threonine-protein kinase TBK1-like
Q9UHD2	XM_022443105.1	serine/threonine-protein kinase TBK1-like
Q9UL36	XM_022483352.1	zinc finger protein 236-like
Q9UL36	XM_022483352.1	zinc finger protein 236-like
Q9UL36	XM_022483352.1	zinc finger protein 236-like
Q9UL36	XM_022483352.1	zinc finger protein 236-like
Q9UL36	XM_022483352.1	zinc finger protein 236-like
Q9UL36	XM_022483352.1	zinc finger protein 236-like
Q9UL36	XM_022483352.1	zinc finger protein 236-like
Q9UL36	XM_022483352.1	zinc finger protein 236-like
Q9UL36	XM_022483352.1	zinc finger protein 236-like
Q9UL36	XM_022483352.1	zinc finger protein 236-like
Q9UL36	XM_022483352.1	zinc finger protein 236-like
Q9UL36	XM_022483352.1	zinc finger protein 236-like
Q9UL36	XM_022483352.1	zinc finger protein 236-like
Q9UL36	XM_022483352.1	zinc finger protein 236-like
Q9UL36	XM_022483352.1	zinc finger protein 236-like
Q9UL36	XM_022483352.1	zinc finger protein 236-like
Q9UL36	XM_022483352.1	zinc finger protein 236-like
Q9UL36	XM_022483352.1	zinc finger protein 236-like
Q9UL36	XM_022483352.1	zinc finger protein 236-like
Q9UL36	XM_022483352.1	zinc finger protein 236-like
Q9UL36	XM_022483352.1	zinc finger protein 236-like
Q9UL36	XM_022483352.1	zinc finger protein 236-like
Q9UL36	XM_022483352.1	zinc finger protein 236-like
Q9UL36	XM_022483352.1	zinc finger protein 236-like
Q9UL36	XM_022483352.1	zinc finger protein 236-like
Q9UL36	XM_022483352.1	zinc finger protein 236-like
Q9UL36	XM_022483352.1	zinc finger protein 236-like
Q9UL36	XM_022483352.1	zinc finger protein 236-like
Q9UL36	XM_022483352.1	zinc finger protein 236-like
Q9UL36	XM_022483352.1	zinc finger protein 236-like
Q9UL36	XM_022483352.1	zinc finger protein 236-like
Q9UL36	XM_022483352.1	zinc finger protein 236-like
Q9UL36	XM_022483352.1	zinc finger protein 236-like
Q9UL36	XM_022483352.1	zinc finger protein 236-like
Q9UL36	XM_022483352.1	zinc finger protein 236-like
Q9UL36	XM_022483352.1	zinc finger protein 236-like
Q9UL36	XM_022483352.1	zinc finger protein 236-like
Q9UL36	XM_022483352.1	zinc finger protein 236-like
Q9UL36	XM_022483352.1	zinc finger protein 236-like
Q9UL36	XM_022483352.1	zinc finger protein 236-like
Q9UL36	XM_022483352.1	zinc finger protein 236-like
Q9UL36	XM_022483352.1	zinc finger protein 236-like
Q9UL36	XM_022483352.1	zinc finger protein 236-like
Q9UL36	XM_022483352.1	zinc finger protein 236-like
Q9UL36	XM_022483352.1	zinc finger protein 236-like
Q9UL36	XM_022483352.1	zinc finger protein 236-like
Q9UL36	XM_022483352.1	zinc finger protein 236-like
Q9UL36	XM_022483352.1	zinc finger protein 236-like
Q9UL36	XM_022483352.1	zinc finger protein 236-like
Q9UL36	XM_022483352.1	zinc finger protein 236-like
Q9UL36	XM_022483352.1	zinc finger protein 236-like
Q9UL36	XM_022483352.1	zinc finger protein 236-like
Q9UL36	XM_022483352.1	zinc finger protein 236-like
Q9UL36	XM_022483352.1	zinc finger protein 236-like
Q9UL36	XM_022483352.1	zinc finger protein 236-like
Q9UL36	XM_022483352.1	zinc finger protein 236-like
Q9UL36	XM_022483352.1	zinc finger protein 236-like
Q9UL36	XM_022483352.1	zinc finger protein 236-like
Q9UL36	XM_022483352.1	zinc finger protein 236-like
Q9UL36	XM_022483352.1	zinc finger protein 236-like
Q9UL36	XM_022483352.1	zinc finger protein 236-like
Q9UL36	XM_022483352.1	zinc finger protein 236-like
Q9UL36	XM_022483352.1	zinc finger protein 236-like
Q9UL36	XM_022483352.1	zinc finger protein 236-like
Q9UL36	XM_022483352.1	zinc finger protein 236-like
Q9UL36	XM_022483352.1	zinc finger protein 236-like
Q9UL36	XM_022483352.1	zinc finger protein 236-like
Q9UL36	XM_022483352.1	zinc finger protein 236-like
Q9UL36	XM_022483352.1	zinc finger protein 236-like
